,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
3594,the,nigga,punk,you,tell,votes,truth,on,is,bout,my,ya,me,whole,look,shit,ass,more,up,lie,legendary,many,that,to,know,big,daddy,favors,verses,future,and,won,status,savior,classic,industry,fuck,whispers,throwin,at,turnin,don,millions,what,rhyme,facts,get,bro,hip,out
3595,the,you,rules,your,leaps,catered,faiththe,retainers,equated,syndicates,fakerswe,truckmeanwhileplots,illustrious,outah,breezeway,atlife,lockets,spouses,basketyou,ezells,four,and,diplomat,ita,masked,located,ultimate,blasted,raided,parlay,bustas,up,capers,activated,of,flavors,felonies,related,undefeated,moneys,layed,delayed,wiz,lined,gene,fortunes,apply,pedigree,or,structure
3596,thunder,thun,lightning,thunderthunder,the,feel,and,seat,fit,dreaming,bleedsthunder,thunderkids,follower,foyer,you,was,clapping,scheming,classes,uptight,masses,mold,while,basic,fuse,sir,smiling,were,laughing,box,nose,loose,stage,re,bigger,quick,riding,in,wanna,number,gun,star,say,easy,not,being,behind,yes,young,big
3597,invincible,am,the,telling,in,whispers,compare,my,voices,ear,listen,top,hear,loud,clear,myself,drops,lace,me,air,and,up,nothing,world,whole,from,they,kellsi,kellscrucified,listentelling,invincibletelling,amwaking,pillsand,itbetter,outman,listenas,beatsi,jeansand,underdogs,when,boys,caged,being,is,city,reflections,but,black,luggage,buildin
3598,ba,happy,together,you,me,tossed,and,so,dice,for,matter,the,how,imagine,skies,lovin,only,life,be,had,blue,invest,nobody,re,my,is,they,one,all,ease,to,weather,dime,no,about,think,belong,it,baby,will,tight,very,see,fine,when,with,we,should,call,but
3601,you,cobain,end,how,halfway,place,did,re,prayer,we,shirt,up,next,telling,walking,wonder,pretty,talking,wake,were,living,sure,song,coming,first,and,here,morehow,stayhow,that,back,wayhow,me,said,my,about,she,to,your,spins,pressed,league,insecure,smiled,in,there,now,out,love,lucky
3602,yea,thinking,about,fool,you,intoxicate,islike,do,wine,me,river,run,pouring,just,pick,wanna,insane,nothings,mind,what,sick,it,too,rain,got,keep,all,shame,might,same,fantasymidnight,toolike,toomake,toomidnight,changed,my,feel,no,tooit,such,fooli,let,lovesick,down,being,that,gonna,go,makes,tell
3604,will,not,shut,fall,away,breath,bow,world,lost,the,blooded,fade,paranoid,take,proud,survive,change,break,fake,coveri,heavenall,nowhereall,giving,to,your,and,dark,cold,ini,fuse,run,colder,leads,leave,am,dies,again,begins,now,over,eyes,path,dying,rise,is,want,burn,have,save,taking
3605,necessary,you,means,your,by,giving,get,will,way,easy,seems,all,heard,ya,ohh,away,ve,so,saysex,smallsit,dangernow,causeyou,sayby,bafta,sayall,that,shag,what,them,it,pager,canned,he,manic,wayit,martyr,charity,after,dating,manger,wayand,wives,applause,possessed,yeahit,wayyou,fits,preacher,flaws,savior
3606,monster,concert,motherfucking,fucking,ma,the,profit,hands,need,to,everybody,see,your,and,these,limelight,nigga,my,gossip,at,shows,is,it,you,crossed,that,headed,decide,murder,know,track,now,heel,fake,fangs,so,besides,nicki,niggas,nonsense,bitch,get,conquer,money,stop,just,wouldn,blood,present,in
3607,he,pumps,bang,drug,bump,bomb,that,like,bom,love,and,taste,trip,bumphe,it,ing,want,girls,one,overnight,got,on,the,girl,dumb,when,stupid,with,wants,itpumps,bumpyou,somepumps,try,ithe,swaggy,tats,beat,wanna,bad,you,boy,money,health,excited,know,oh,attitude,bass,thang,rough
3608,river,ooh,bend,the,can,if,harmonyif,twists,boats,rocked,oh,yeah,turns,wild,bendyeah,sea,together,yeahif,waiting,last,made,home,all,find,and,we,bendoh,clearif,awakenin,bendcome,bendif,airif,you,poundin,at,from,there,ve,ll,risin,your,yeahyeah,hey,usi,with,new,shines,mornin,gray,embrace
3609,owe,least,outskirts,you,yourself,faint,echo,that,more,strange,night,blindside,transfixed,frigid,shyness,at,fronts,one,glare,dissolve,lights,haunts,details,stares,tonight,bliss,just,meeting,know,nearly,basement,there,mind,highway,ceiling,dare,the,won,rather,but,scared,oh,easy,miss,kiss,in,cold,re,people,feeling
3611,you,uneasy,declared,hear,to,wanna,destiny,your,mystery,want,the,be,feel,than,misplaced,more,do,mesmerized,unkind,wounded,thread,swore,gentle,drawn,am,loneliness,cure,recognize,and,whisper,voices,pride,movie,only,prove,harder,hanging,we,so,win,reach,somewhere,taste,anymore,isn,say,walking,fear,saying,arms
3612,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff,playboywhoa,playboy,plata,plate,plateadas,plateau,plated,platedand,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,platted,platter,plause
3614,appreciate,surfer,yeezy,wave,loopy,wavey,silver,shoutout,max,you,already,doing,flesh,man,it,the,hollering,tsunami,game,joint,big,what,official,honor,ugh,support,checking,just,going,know,dude,ahh,energy,love,good,keep,anyway,shout,problem,in,we,here,your,goes,town,do,nigga,hit,and,boy
3615,magazines,penthouse,towards,misery,race,plucked,eye,full,flap,ride,85,backyard,tonight,pile,glowing,ancient,rat,45,eyed,victim,mix,trapped,highway,signs,bone,the,wings,stone,dry,lead,will,five,already,doing,past,its,lights,late,in,fire,their,own,god,hand,end,another,we,hear,leave,try
3616,realize,wish,of,death,part,head,could,be,you,always,see,that,my,and,get,dreams,me,out,cry,love,close,will,this,when,ll,fading,eyes,the,games,know,each,fast,miss,past,change,play,every,day,in,just,we,so,is,can,it,playif,playboy,playeri,playmates,playersee
3617,over,gonefeeling,sidewhat,sidestay,meet,stride,once,other,done,sidewalk,backwards,again,always,bend,the,down,bones,will,goneway,space,and,perfect,wind,teardrop,between,lay,you,sunsets,feel,hit,place,toe,inside,for,on,would,night,weight,paint,me,tomorrow,your,most,have,say,there,song,sky,dream,with
3619,making,started,cure,over,overmaybe,overlittle,melittle,little,made,by,love,you,me,it,and,up,lovei,we,sure,stop,leavelittle,throughlittle,keepit,beautifullittle,changed,temptress,promise,make,was,wasn,world,casting,swine,through,joined,could,change,sort,pearls,fall,cause,let,restless,reckless,weren,saved,the,that,gonna,worst
3620,number,you,think,harder,was,skyline,machines,expensive,modern,it,the,and,of,person,side,thought,quite,recoveredpretty,leaved,worshiping,accounted,butted,escapespunk,wantedpretty,obstructed,emancipations,taunted,itone,routines,things,shackled,starters,various,tricked,stylish,shoreline,urban,institution,sips,escaped,beers,hell,that,illusions,piling,retreat,isolation,crimson,deception,servant
3621,kick,yeah,rip,it,up,tear,oozes,kinky,fuzzy,crotch,that,slash,moses,you,got,suede,berlin,bush,depends,bruises,spots,and,screw,sixteen,play,like,non,toy,cuts,destroy,leather,boots,split,knocking,do,rocking,search,pants,rough,pink,cat,moves,stuff,handle,tough,some,escape,sin,bones,don
3625,you,waiting,tell,know,careful,me,really,if,want,boy,moment,just,for,second,cause,chance,do,it,that,ya,oh,realif,babymy,wantyou,don,babyif,be,keep,love,cold,could,please,what,talk,to,my,make,real,the,let,ll,mind,changing,yeah,have,on,already,both,there,now
3626,free,love,with,loneliest,your,undone,who,close,star,from,that,young,the,coming,sun,to,you,stop,know,me,breathe,binds,each,but,possessed,will,been,feel,and,want,have,don,cause,one,can,really,do,risk,would,brings,none,quite,life,almost,here,right,is,be,mess,anyone
3627,losing,friend,oh,you,crawl,re,it,rather,and,no,jeopardize,tricked,hell,fickle,ribbons,die,bad,revenge,vain,strings,than,go,now,over,tie,wasting,tied,would,mistake,killing,look,sand,keeping,me,stuck,back,the,blood,let,see,lose,coming,hands,didn,end,wrong,to,just,but,again
3628,than,better,whoa,ya,that,weak,heat,need,feel,baby,babebetter,you,youwhoa,down,me,day,more,make,wild,no,babe,from,alive,let,come,in,love,don,used,deserve,like,know,turn,thatwhoa,deeperi,for,desirei,reason,us,watered,cooling,around,babei,work,heart,out,stumbling,november,feeling,should
3629,uptown,he,oh,yeah,his,whoa,downtown,where,when,standing,tenement,man,each,sweet,feet,knows,evenin,comes,then,ya,him,hand,high,and,angry,there,am,head,rent,hold,crawl,put,folks,breaks,world,guys,who,no,tall,up,by,boss,could,tell,don,king,land,can,to,million
3631,sorry,she,you,advantage,perfect,my,unprotected,shit,every,the,broken,condoms,clock,they,temporary,her,but,change,marks,lipstick,on,wouldn,in,baby,tried,promises,pulling,took,knew,around,used,cause,bigger,up,ain,sex,and,boss,believe,real,just,so,it,turn,right,shitsorry,nuggeti,knowlife,apologized,msorry
3632,she,speakers,me,her,set,and,the,inside,free,you,turn,saidso,there,just,ll,meuh,look,see,meso,so,on,bounce,boom,song,but,at,cause,whenever,loves,in,wanna,same,right,fizzling,hear,that,love,my,block,soso,your,when,little,always,illest,cabinet,gets,voted,sound,uh
3633,gorgeous,gorgeousyou,so,you,furious,turns,re,hate,face,sad,happy,makes,compliment,can,than,consequence,it,what,me,mad,say,at,should,making,anything,nothing,more,your,and,to,hurts,muchwhiskey,feel,yeah,back,way,make,have,dieyou,cause,there,look,being,magnetic,but,mineyou,darkened,vine,ruined,cats
3635,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff,playboywhoa,playboy,plata,plate,plateadas,plateau,plated,platedand,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,platted,platter,plause
3636,ooh,pitchfork,kids,loneliest,running,we,rowdiest,the,her,skies,re,she,life,singing,are,spend,rough,and,open,coming,live,lives,for,should,hipster,gaining,who,pumps,still,couldn,didn,with,know,they,there,time,not,gotta,it,crossed,ll,veins,settle,us,more,this,when,where,bones,be
3638,you,want,what,to,closer,get,if,gonna,it,then,cause,this,that,sing,ll,knew,show,is,keystone,worded,elderly,bet,things,make,embraced,worth,the,never,possessions,brilliant,placed,chew,and,be,ve,better,than,something,do,onto,more,state,children,share,could,safe,way,bit,mouth,holding
3639,sickle,woods,hood,the,die,done,death,souls,black,big,gonna,wield,firewater,trailin,you,nothin,three,he,said,draggin,behind,swingin,swagger,wandered,dresses,vine,young,warned,blinded,fruit,wrong,we,have,from,reckless,shines,gotta,well,cryin,drinkin,torn,ladies,holy,of,spell,walkin,laid,cried,rollin,lovers
3642,yeah,price,choice,ride,skrt,bite,ma,pew,skrrt,molly,truck,bentley,kelly,drugs,my,sing,rice,she,lethal,lean,gon,eat,the,migo,drive,like,night,ice,bitches,flow,her,it,prrr,gonna,diamonds,popeye,understand,get,on,of,fries,stand,that,let,close,right,always,side,up,robbed
3643,fourteen,because,betray,years,bywe,you,peck,re,mom,can,wrong,make,love,hug,cheek,trust,nearly,doing,weeks,just,and,together,counting,the,watch,old,todayjust,shamefully,to,abiding,todayoh,of,stirring,we,not,cone,timebut,tonightwe,boundaries,truthi,your,mebut,blossom,ounce,patiently,sigh,awful,bike,neighborhood,longing
3644,adelaide,quit,scene,making,need,sh,you,going,undeniable,really,had,shouldn,time,anyone,this,traces,unforgettable,woh,cases,me,lipstick,loss,things,pillow,some,figure,life,to,stringing,are,scared,lies,already,like,consolation,being,but,wanna,repeating,and,gone,alone,hear,us,signs,re,by,think,in,lines
3646,angel,danger,your,ll,be,gona,from,you,man,pain,protect,hurt,up,stand,safe,vows,good,if,tell,oooh,lift,given,never,me,to,ahead,needso,wannaa,standon,great,again,woman,promise,what,the,noti,mooni,he,props,making,wanted,do,keep,got,provide,li,could,hands,disrespect,please
3648,you,as,love,are,til,gone,damn,whole,they,world,yeah,isolate,don,chorus,frustrate,it,know,when,what,kinds,got,verse,tearing,and,the,partial,apart,waged,boxes,those,define,feeling,create,shell,prison,wasting,re,within,pre,escape,fit,shadows,build,dying,safe,tear,worry,but,walls,war
3650,qualified,lend,voice,beautiful,to,the,something,so,my,tell,vacance,signified,breath,eyesight,bloodline,they,depart,draft,not,warriors,combine,snows,branch,fright,it,sounded,growin,wait,climbed,lettin,drew,suitcase,anxious,cracked,you,wreck,design,rewind,one,rolled,yard,packed,relax,on,crash,mountain,windows,path,sunshine,that
3651,ohhhh,ohhh,heart,straight,soldier,can,my,aimed,through,she,resist,bleeding,bullet,loudest,gunshot,escape,ohhhhh,the,down,shot,single,just,noise,me,her,hit,and,believe,stop,wants,ooohhhhhhhh,floor,misses,lights,dark,heard,love,shirts,this,tonight,thought,charm,in,got,on,moved,ignore,ear,missed,spinning
3652,911,my,in,fittest,survival,chopper,highway,automaticyou,200fuck,bow,400k,indictments,porsche,fanatic,financial,bricks,attic,lord,pray,costs,die,heaven,baggage,god,the,today,80,top,help,boochie,bullet,nigga,40,money,me,smell,secret,head,hold,let,can,to,mall,round,if,niggas,fat,down,stop,watermelons
3653,desperately,aoooh,holding,kill,going,always,will,well,aooh,goodbye,they,see,know,sacrificed,and,but,swell,fee,you,compromise,the,in,for,madness,ohhh,surrender,on,someday,still,mistakes,sell,ones,promise,loved,sorry,say,cut,oh,ready,ll,cry,pain,wish,please,same,turn,be,stay,them,off
3654,number,missed,maybe,call,so,you,bad,my,here,met,but,me,crazy,hey,wayyour,and,chase,showin,came,ripped,boys,was,blowin,before,into,holdin,baby,jeans,stare,this,other,life,badit,hard,try,foresight,re,skin,wind,hot,at,just,look,is,to,took,wish,it,dimes,right
3656,nervous,basic,belaire,relaxed,rosã,you,bitches,make,wash,typical,day,keep,mood,fucking,money,it,nah,boss,priceless,ugh,that,pick,my,hair,shopping,they,wanna,not,shop,stack,how,sure,don,champagne,rose,fresh,what,one,me,right,baby,probably,nice,alrght,in,daytona,raven,was,of,throw
3657,soon,should,ooh,he,see,soonas,findsooh,headohh,begrudge,lookout,goneooh,she,loveand,their,shove,helps,himself,gay,themselves,tells,seemed,minds,onto,her,quick,held,kept,push,less,keeps,peace,grow,to,of,they,both,bed,comes,wish,watch,has,own,what,old,talk,two,his,just,left,inside
3658,stoneno,the,hearts,finally,turned,sorrow,filled,lost,darkness,crying,is,bright,sad,tomorrow,mindnow,alonethe,today,day,keep,to,night,wilderness,raindrops,all,howling,pain,awayand,and,have,alone,sadness,light,from,crawling,try,go,long,an,questions,out,rising,won,no,more,only,stone,away,heart,through,with
3659,wake,pussy,wanna,sheets,up,spread,streams,yeah,flowing,want,don,the,sweet,feet,under,coco,getting,pop,so,hot,it,good,my,lit,nah,out,suicidei,beamon,upplease,you,burn,me,on,mondays,her,cooked,piping,lucid,sleepi,upyou,controlling,through,willie,close,od,feel,hooked,lambo,creeping,belt
3660,love,helps,you,open,loved,arms,makes,picks,by,imaginary,sets,finds,your,feel,us,be,only,me,and,dispair,it,with,give,then,cancel,hates,free,remember,belief,real,for,do,crawl,ever,heal,would,stood,bleed,that,re,up,fake,piece,don,sign,reach,can,anymore,take,drive
3661,forever,high,the,remember,we,flying,end,you,gonna,day,close,sky,and,always,me,it,endwe,of,stayed,keep,will,are,cause,wonder,so,till,be,wantedone,beforever,otherone,lovehigh,highthough,love,made,highand,dayswhen,re,were,waywe,get,endand,ll,night,through,in,days,when,how,darker,at
3663,away,walking,rethink,messed,times,say,chance,wait,something,gonna,nothing,you,us,had,every,can,that,while,not,hear,it,make,were,from,up,still,got,ll,we,and,all,me,around,the,coming,hours,wanna,saywalking,ussay,youaway,don,suffered,now,differently,many,awayyou,aroundi,betrayed,sirens,stairs
3664,out,found,fleshed,cooled,blackened,cave,we,mix,precious,rings,heat,ring,burn,cool,dark,light,life,there,ll,now,no,with,is,all,in,it,to,the,playfulness,playground,playgrounds,playful,00,playin,playhonest,playif,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playhell,playersee,player,playerplaya,platform,platforms,platinum
3665,radio,ooooh,oh,stereo,hey,listen,alright,better,than,go,the,radiowe,radiogo,radioi,to,it,we,now,playfulness,playhonest,playersee,playgrounds,playhell,playground,playful,playingrococo,playin,playing,playingpush,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playif,players,player,playero,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon
3666,earn,work,aye,gotta,you,do,it,ah,bae,baby,the,tonight,me,ranking,chill,cray,ma,want,they,to,tell,these,big,kevin,demon,with,000,on,clap,can,alright,vibe,that,homies,if,just,niggas,bitch,nigga,done,got,show,clonies,shrinkin,nightah,namin,my,and,better,boogers
3667,you,digital,will,it,and,as,so,showroomnow,emptyno,vanishingnow,seeleft,easybut,refines,urn,weatherman,downpour,corrections,improved,each,arguments,scratched,is,be,damp,cartoon,actual,lamp,the,blankets,bug,cd,spreading,feature,sheet,pad,frightened,raining,cotton,ash,to,movement,liar,agree,there,but,dies,pen,brave,something,melody
3668,free,happiest,lock,key,open,here,is,the,oo,hey,be,want,front,set,yourself,road,yeah,to,can,yesterday,held,freehere,oolife,beone,beooo,freemoving,behere,that,heysay,liberate,goodbye,every,mesay,under,beand,me,of,up,way,myself,sake,ooo,cause,see,it,all,eight,bird,seven,chains
